date,fused_signal,confidence,llm_signal,llm_confidence,llm_tone,llm_summary,llm_action,deterministic_signal,deterministic_regime,deterministic_confidence,comp_momentum,comp_trend,comp_volume,comp_risk,comp_rs,price,forward_return,signal_clipped,realized_vol,position,position_prev,turnover,tc_cost,strategy_return,buy_hold_return
2020-01-03,0.18500000000000003,0.6965032148336986,0.2,0.6,bullish,"The stock shows positive momentum with 1-month and 3-month returns above 4% and 6% respectively, supported by price above both MA50 and MA200. Volume confirmation is present with OBV and Accumulation-Distribution trending upward over 21 days. However, trend strength is weak with ADX at only 14.5, and volatility is elevated with 63-day realized volatility at 17%, which reduces conviction.",long,0.26993570332602834,choppy_neutral_vol,0.58197749616411,"{'score': np.float64(0.29082402920917433), 'components': {'momentum_returns': np.float64(0.44643400542562583), 'macd_signal': np.float64(0.0032096284125877617), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': np.float64(0.15225589828822816), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.3625140435434004), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=14.5)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.9614866232006104), 'sortino': np.float64(0.8291006441645974), 'max_drawdown': np.float64(1.7484032717504634), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(0.03666288580671097), 'components': {'relative_performance': np.float64(-0.06751122258587194), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(0.10417410839258291)}, 'interpretation': 'In-line with S&P 500'}",20.3280828084,0.000689132764365441,0.18500000000000003,0.16995326659943102,0.18500000000000003,,,,,0.000689132764365441
2020-01-10,0.2775,0.7482679088303037,0.3,0.65,bullish,"The stock shows positive momentum across all timeframes with price above both MA50 and MA200, supported by volume confirmation through rising OBV and accumulation-distribution trends. However, the weak ADX indicates a lack of strong trend strength, and the volatility regime is neutral with some elevated near-term volatility.",long,0.26535817660607447,choppy_neutral_vol,0.5803753618121261,"{'score': np.float64(0.2761647168724012), 'components': {'momentum_returns': np.float64(0.4242290401092642), 'macd_signal': np.float64(0.002079204006897317), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': 0.126, 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': 0.3, 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=11.6)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.9310921269386494), 'sortino': np.float64(0.7922808097819466), 'max_drawdown': np.float64(1.7484032717504636), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(0.059267989551896744), 'components': {'relative_performance': np.float64(-0.044350223810809095), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(0.10361821336270584)}, 'interpretation': 'In-line with S&P 500'}",20.3420915563,-0.004926108375958416,0.2775,0.16850397918863994,0.2775,0.18500000000000003,0.0925,4.625e-05,-0.0014132450743284605,-0.004926108375958416
2020-01-17,0.0,0.21,0.0,0.3,neutral,"Mixed technical signals with conflicting momentum and trend indicators. Short-term momentum is slightly negative while medium-term momentum is positive, but trend indicators show weakness with price below MA50 and MACD bear cross. Volume confirmation is mixed with OBV up but accumulation flat.",hold,0.10586753042483092,choppy_neutral_vol,0.3565536356486908,"{'score': np.float64(0.14072315967917848), 'components': {'momentum_returns': np.float64(0.2200001560713474), 'macd_signal': np.float64(-0.011384708835986634), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.1679407710726044), 'components': {'ma_structure': 0.5, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.32246691834217434), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=12.9)'}","{'score': 0.6600000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.3, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.8643389920256758), 'sortino': np.float64(0.7338735412188002), 'max_drawdown': np.float64(1.7484032717504636), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(-0.07719380905245936), 'components': {'relative_performance': np.float64(-0.1629590065572346), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(0.08576519750477525)}, 'interpretation': 'In-line with S&P 500'}",20.2418842087,0.0031266284525428567,0.0,0.17014020285175196,0.2775,0.2775,0.0,0.0,0.0008676393955806428,0.0031266284525428567
2020-01-24,0.0,0.21,0.0,0.3,neutral,"Mixed technical signals with weak momentum and trend strength. Price is above key moving averages and volume indicators are positive, but short-term momentum is flat, MACD histogram is negative, and ADX indicates a weak trend.",hold,0.22502704409992536,choppy_neutral_vol,0.45425946543497386,"{'score': np.float64(0.15949764343260356), 'components': {'momentum_returns': np.float64(0.24540095739756895), 'macd_signal': np.float64(-6.489437908141493e-05), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.23833219625269464), 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.30840087506818664), 'cross_boost': 0.0}, 'interpretation': 'Moderate uptrend (weak ADX=12.3)'}","{'score': 0.9400000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.0}, 'interpretation': 'Strong volume confirmation'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.8736914266672224), 'sortino': np.float64(0.7428154165728083), 'max_drawdown': np.float64(1.7484032717504632), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(-0.025721663285596774), 'components': {'relative_performance': np.float64(-0.1232101768482328), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(0.09748851356263602)}, 'interpretation': 'In-line with S&P 500'}",20.3051730598,-0.02285714285877516,0.0,0.1682041126291827,0.2775,0.2775,0.0,0.0,-0.006342857143310107,-0.02285714285877516
2020-01-31,-0.2775,0.6863899819157968,-0.3,0.6,bearish,"The stock shows negative short-term momentum with price below the 50-day MA and bearish MACD signals, though longer-term trends remain positive. Volume indicators are flat, providing no confirmation for either direction. Volatility is neutral but recent relative strength is falling.",short,-0.02779963831593687,choppy_neutral_vol,0.30522987341057795,"{'score': np.float64(0.038924065387587414), 'components': {'momentum_returns': np.float64(0.0644147972555234), 'macd_signal': np.float64(-0.014727764142513977), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.07238358446173829), 'components': {'ma_structure': 0.5, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.34468373553208714), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=13.8)'}","{'score': 0.54, 'components': {'obv': 0.5, 'accumulation_distribution': 0.5, 'volume_spike': 0.7, 'confirmation_bonus': 0.0}, 'interpretation': 'Neutral volume'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.9121788470708699), 'sortino': np.float64(0.7863491845422889), 'max_drawdown': np.float64(1.7484032717504634), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(-0.2705062031130732), 'components': {'relative_performance': np.float64(-0.16520594681526807), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.09469974370219487)}, 'interpretation': 'Moderate underperformance vs S&P 500'}",19.8410548184,0.02206273259192071,-0.2775,0.15914922138594567,-0.2775,0.2775,0.555,0.0002775,-0.0063999082942579975,0.02206273259192071
2020-02-07,0.0,0.21,0.0,0.3,neutral,"Mixed technical signals with negative short-term momentum but positive long-term momentum, flat trend indicators, and volume confirmation lacking. Volatility is neutral and liquidity is adequate, but conflicting signals reduce conviction for a 1-week horizon.",hold,0.034347387791443654,choppy_neutral_vol,0.29852158572700527,"{'score': np.float64(0.09577544351374216), 'components': {'momentum_returns': np.float64(0.14842218629478293), 'macd_signal': np.float64(-0.00349488788933372), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.19323199362838422), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.46007617530567674), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=18.4)'}","{'score': 0.6200000000000001, 'components': {'obv': 0.5, 'accumulation_distribution': 1.0, 'volume_spike': 0.1, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.9491154473865889), 'sortino': np.float64(0.8169090609106733), 'max_drawdown': np.float64(1.7484032717504636), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(-0.2956178859763519), 'components': {'relative_performance': np.float64(-0.20570674424273674), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.11008885826638488)}, 'interpretation': 'Moderate underperformance vs S&P 500'}",20.2788027052,-0.005201560468506061,0.0,0.16758262757529638,-0.2775,-0.2775,0.0,0.0,0.0014434330300104321,-0.005201560468506061
2020-02-14,0.0,0.21,0.0,0.3,neutral,"Mixed technical signals with conflicting momentum indicators and weak trend strength. The stock shows positive long-term momentum but negative short-term momentum, with volume confirmation present but trend strength below threshold.",hold,0.08864922049808226,choppy_neutral_vol,0.39052722717432886,"{'score': np.float64(0.11448272162705964), 'components': {'momentum_returns': np.float64(0.1747556340389676), 'macd_signal': np.float64(0.004457797508653494), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.16153014251150563), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.38459557740834677), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=15.4)'}","{'score': 0.8600000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.3, 'confirmation_bonus': 0.0}, 'interpretation': 'Strong volume confirmation'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.9239686618965938), 'sortino': np.float64(0.798095970075067), 'max_drawdown': np.float64(1.7484032717504632), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(-0.3534159821462364), 'components': {'relative_performance': np.float64(-0.2619103760455029), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.10849439389926653)}, 'interpretation': 'Moderate underperformance vs S&P 500'}",20.1733212867,0.007843137252977472,0.0,0.16814038763532843,-0.2775,-0.2775,0.0,0.0,-0.0021764705877012486,0.007843137252977472
2020-02-21,0.0,0.21,0.0,0.3,neutral,"Mixed technical signals with conflicting momentum and trend indicators. Short-term momentum is weak (1m slightly positive, 3m negative) while longer-term momentum remains positive. Trend indicators show price above key moving averages but ADX indicates weak trend strength.",hold,0.0005136624556963745,choppy_neutral_vol,0.31967978185949375,"{'score': np.float64(0.0899433495388596), 'components': {'momentum_returns': np.float64(0.1362145505511823), 'macd_signal': np.float64(0.007019458402955481), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.062005415760912404), 'components': {'ma_structure': 1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.31635416204547157), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=12.7)'}","{'score': 0.6600000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.3, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': 1.0, 'components': {'sharpe': np.float64(0.8795161762689637), 'sortino': np.float64(0.7526777306118558), 'max_drawdown': np.float64(1.7484032717504636), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(-0.34189411547698667), 'components': {'relative_performance': np.float64(-0.2460863383150299), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.10419222283804327)}, 'interpretation': 'Moderate underperformance vs S&P 500'}",20.3315434144,-0.08638132295731704,0.0,0.14334320523475816,-0.2775,-0.2775,0.0,0.0,0.02397081712065548,-0.08638132295731704
2020-02-28,-0.22200000000000003,0.42,-0.3,0.6,bearish,"The stock shows weak momentum with negative 1-month and 3-month returns, bearish trend signals including price below MA50, MACD bear cross, and oversold RSI. While volatility is elevated and volume confirmation is lacking, the consistent bearish signals suggest continued weakness over the 1-week horizon.",short,0.044869079084519925,choppy_neutral_vol,0.29820417767958196,"{'score': np.float64(-0.12688131287475513), 'components': {'momentum_returns': np.float64(-0.1960692021398806), 'macd_signal': np.float64(-0.02218165741916367), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.006106697188520328), 'components': {'ma_structure': 0.5, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.43619265632287896), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=17.4)'}","{'score': 0.6000000000000001, 'components': {'obv': 0.5, 'accumulation_distribution': 0.5, 'volume_spike': 1.0, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': np.float64(0.9358302931420311), 'components': {'sharpe': np.float64(0.7041445938481211), 'sortino': np.float64(0.5876127185797999), 'max_drawdown': np.float64(1.6382574850865397), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(0.19841368190434677), 'components': {'relative_performance': np.float64(0.10794641127099902), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(0.09046727063334774)}, 'interpretation': 'In-line with S&P 500'}",18.5752777965,0.05139125497115682,-0.22200000000000003,0.1608663564324483,-0.22200000000000003,-0.2775,0.055499999999999994,2.7749999999999997e-05,-0.011436608603596816,0.05139125497115682
2020-03-06,-0.13875,0.5430456861813044,-0.15,0.45,bearish,"The stock shows weak short-term momentum with negative 1-month return and price below MA50, while volume indicators confirm selling pressure. However, volatility is elevated and ADX indicates weak trend strength, limiting downside conviction for the 1-week horizon.",short,-0.010913723626087541,downtrend_neutral_vol,0.3193198032691306,"{'score': np.float64(0.05205346937197647), 'components': {'momentum_returns': np.float64(0.0815311759043115), 'macd_signal': np.float64(-0.004708974829130019), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.011198372411669493), 'components': {'ma_structure': 0.5, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.5599186205834726), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (moderate ADX=22.4)'}","{'score': 0.33999999999999997, 'components': {'obv': 0.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.7, 'confirmation_bonus': 0.0}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.9816129111354802), 'components': {'sharpe': np.float64(0.8124583029421575), 'sortino': np.float64(0.7194373194854781), 'max_drawdown': np.float64(1.5859518254229497), 'volatility': 0.85, 'beta': 0.7}, 'interpretation': 'Excellent risk profile'}","{'score': np.float64(0.08169381038218816), 'components': {'relative_performance': np.float64(0.16891292477422848), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.1127808856079597)}, 'interpretation': 'In-line with S&P 500'}",19.5298846339,-0.06913313529545317,-0.13875,0.23056103718714357,-0.13875,-0.22200000000000003,0.08325000000000002,4.162500000000001e-05,0.009550597522244129,-0.06913313529545317
